,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.9326646413228481,0.9904477919037323,0.9927971899781474,0.9934702397172224,0.9934455417943922,0.9932635415542417,0.992666193972087,0.9922672239509324,0.991666324167518,0.9912323567710757,0.990650014935656,0.990213187088393,0.9898081459739256,0.9893823010499514,0.988981235244057,0.9885568143613569,0.988130162653617,0.9876926394773358,0.9872143441958148,0.9868291292221963,0.9863785752556473,0.9860256640644707,0.9856713131211534,0.9853250506445566,0.9850210905667496,0.9847393128317351,0.9844740416163318,0.9842688194632497,0.9839648267614403,0.9834091631750428,0.982981115419335,0.9825600522146588,0.9821529526814172,0.9817032123457927,0.981362036712087,0.980989852515206,0.980617676791753,0.9802455102380779,0.9798593962437762,0.97946398813061,0.9792159197182786,0.9788437985158585,0.9784871995673743,0.9781616324405814,0.9777895576601016,0.9774175015918489,0.9770454662379492,0.9766734538935808,0.976301467202613,0.9759295092264293
1,0.9332161704042452,0.9909771479998796,0.9929967841675976,0.9934440080394128,0.9933717664138052,0.9930935188556532,0.9923827475960179,0.9917954955369577,0.9910514177386549,0.990490235460989,0.9897639353544313,0.989130095603916,0.9885480890173599,0.9879750194988056,0.9873956964332384,0.9868207375767729,0.9862041853992866,0.9856225139431793,0.9850174824133177,0.9845141542842425,0.984009529157981,0.983553569926989,0.9830836843765421,0.9826114399541409,0.982189062239615,0.9817790112198812,0.9813803660541116,0.9809849709564493,0.980499570567953,0.9799387717433993,0.9792698326343448,0.9786498774650607,0.9780695982759523,0.9774001577418353,0.9767793491207598,0.9762447239070488,0.9756635865448869,0.9751057968775201,0.9745364325126323,0.9739847886072934,0.9736586634010179,0.9732394008042965,0.9727890945833526,0.9722766983181814,0.971810875965056,0.9713450578255024,0.9708792443706936,0.9704134361408254,0.9699476337582144,0.9694818379435138
2,0.9300126075380513,0.9898124842210411,0.9921021280631156,0.9925831415633907,0.9924326493249392,0.9919743732402538,0.9909557054895699,0.9902452468193598,0.9892287925469017,0.9880438693209472,0.9871657553110458,0.9863931672505467,0.9856678979456973,0.9848988452716106,0.9841383193674951,0.9833192546267178,0.9825648562696845,0.9818246600776629,0.9811115309862479,0.9804912308320232,0.979838347180087,0.9792831145671508,0.9787285487071619,0.9781860222531382,0.9776761206950055,0.9771885293283222,0.9767632326212471,0.9762568368728658,0.9756537367852396,0.9749670214778343,0.974226935187043,0.9734440134898675,0.9727402297981448,0.9719757497229248,0.9711991750267658,0.9704226593981976,0.9696462074768911,0.9689670202980032,0.9682757581783005,0.9675562281493879,0.9670068789246419,0.96648808033497,0.9659697673532717,0.9654352701792426,0.9649007896469749,0.9643663274811901,0.9638318856501588,0.9632974664102575,0.9628116703098328,0.962374500358533
3,0.9349088678792455,0.9915333829736301,0.993469017013218,0.9939120267664358,0.9937944464898026,0.9936300626091152,0.9929521408457175,0.9925181259319201,0.9919306093470955,0.9914706806978265,0.990878012652497,0.9904144979381754,0.9899532476150454,0.989456532456992,0.9889538990297454,0.9884114919078721,0.9878298863155526,0.9872810910240389,0.9867102627399447,0.9862351633951204,0.9857149503415433,0.9852405199734895,0.9847529309472669,0.984263072917302,0.9838201203695388,0.9834325732662224,0.9830557092261383,0.9827037708569306,0.9822889419061752,0.9818030464222084,0.9812371749201505,0.9807392756759666,0.9802786524627763,0.9797339816921978,0.9792368194031351,0.978820054751447,0.9783375147599317,0.9778549775935041,0.977361480519948,0.9768862584623226,0.9765791392554956,0.9761843201815855,0.9757602709168979,0.9752777572775231,0.9748391010067905,0.9744004507320881,0.9739618071190113,0.9735231709306446,0.9730845430460667,0.9726459244832503
4,0.9352703962305794,0.9901845193527493,0.9918860547036431,0.9920762995453489,0.9917971977223655,0.9914380718710829,0.9908388604096753,0.9904173186769211,0.9898003595995349,0.9892950478169654,0.9887147474755372,0.9882216485543204,0.9877441409172211,0.9873323538351022,0.986839706414195,0.9863150443365546,0.985768755537184,0.9852557072827545,0.9846645008169491,0.9841740682605451,0.9836895463067861,0.9832469377328684,0.9828045335727571,0.9824035731790022,0.9820310204440917,0.981668099162365,0.981326835174215,0.9809603579759061,0.9805596937436406,0.9802038660397072,0.9797019236198967,0.979211518279862,0.9788248963995893,0.9783229744348614,0.9778074947641529,0.9774005481867682,0.9769122173183905,0.9764645930954309,0.9760108751160511,0.9755463163586073,0.9751665551722019,0.9747596767178722,0.974332465090528,0.9738645733999818,0.9734984418623764,0.9731323305534926,0.9727798072127504,0.9724544398962305,0.9721291003088085,0.9718037917584981
5,0.9344844442571507,0.9917762731245982,0.993585771195387,0.9940884326089697,0.9939658417549407,0.9936697760570451,0.9930200293557228,0.9925214977937911,0.9918577076164375,0.9913306323843234,0.9907375590836294,0.9902340546069344,0.9897488674036109,0.989330447546789,0.9888721371430261,0.9884156605471219,0.9879918123412734,0.9875350556042886,0.9870559913962748,0.9866710094725046,0.9862404659378432,0.9858535907580588,0.9854595591477685,0.9850632781698557,0.9847131466671326,0.9843791642193348,0.9840399991277344,0.9836847677625182,0.9832946181899416,0.9827898986313837,0.9822193865540558,0.9816322492697692,0.9797977944508844,0.9792653736480433,0.9787185732228014,0.9782868771267534,0.9777688674495961,0.97725086715402,0.9767199287051797,0.9761875626272756,0.9757415308613283,0.975194803001019,0.9746480895812129,0.9740438438552181,0.9735690989454995,0.9730943733094596,0.9726196690227484,0.9721449884648666,0.9716703343768511,0.9711957099326392
6,0.9321695498760634,0.9903655784660855,0.9924510274150113,0.9929064595816317,0.9927512127880331,0.9923554395441874,0.9914848434459541,0.9907879225023094,0.9899789474287749,0.9893791254647029,0.9886769583186986,0.9880678607691227,0.9874736297784079,0.9869187756267922,0.9862806728974607,0.9855850389146796,0.9848499881456693,0.9841405433483289,0.9833858184510292,0.9827208980394083,0.9820470733915988,0.9814445732470718,0.9808140783565042,0.9801774304746534,0.9795330312510868,0.9789341594905825,0.9784220930462507,0.9779403269710041,0.9774670451219559,0.9770761744753261,0.9765096269727673,0.9759171583443128,0.975402454020817,0.9748289719572307,0.9726493456642151,0.9721470296773294,0.9715532765876786,0.9709595775478069,0.9704025318799694,0.9698242027188652,0.9693374297426236,0.9687897406393061,0.9682116381136898,0.9675726343483678,0.9670404646666836,0.9665388999480228,0.9661289431893434,0.9657190786676773,0.9652887622682821,0.9649002011867459
7,0.9347455553950413,0.9907303426348787,0.9926523425001738,0.9929577312579831,0.9927949141676354,0.9923283465031102,0.9914011066159354,0.9907523647361854,0.9899619019872693,0.9893424670597474,0.9886155307210673,0.987943786645962,0.9874609256911687,0.986988015122005,0.9865086824106055,0.9859944739238976,0.9854239920350525,0.9848883741197973,0.9843336278331402,0.98386066631679,0.9833692439637487,0.9829315909631701,0.9825308214517373,0.9821368450744054,0.9817683680570537,0.9813817767041297,0.9809295307217237,0.9803654235089075,0.9797988935614509,0.979180954997969,0.9786587069640478,0.9781269855607718,0.9776346738692333,0.9771095437429915,0.9766282027038843,0.976146876653245,0.9756655667750238,0.9751842743800532,0.9746942458893607,0.9741984012676027,0.9737755376307831,0.9732505563217893,0.9728131520235141,0.9723757769615803,0.9719822092123297,0.9715886769069177,0.9711951838134071,0.9708454693478513,0.9704695500293207,0.9700761748743552
8,0.9298998026544838,0.9904434143590116,0.9924875595486123,0.9930315313404291,0.9929395511157115,0.9927623961843784,0.9920252224152836,0.9915446315357969,0.990839502240914,0.9903295497510043,0.9896701748937313,0.9890558543418921,0.9884993601280228,0.9879206375465995,0.9873487201069375,0.9867331426181976,0.9860746893243251,0.9854538895455112,0.9848086496872838,0.9842703317245188,0.9836834732927265,0.9831497978725664,0.9826214274045313,0.9820907267536843,0.9816095893134288,0.9810959659590665,0.9806290096309326,0.9802207364540366,0.9798223524284735,0.9792138789666684,0.9786456707621392,0.9780674809996671,0.9776062239472701,0.9770536885962076,0.9766213996108365,0.9761227129952564,0.9756239873414346,0.9751252195358812,0.9746660174880978,0.9722358519518128,0.9719209882429561,0.9715232077599143,0.9711088751800595,0.9708107170028951,0.9704130628426496,0.970015459553328,0.9696179125529674,0.9692204280525771,0.9688230132066956,0.96842567629962
9,0.0046651671783163005,0.2458260911858888,0.1563045163584464,0.11568955772733999,0.08250416423219246,0.06538436675245692,0.054547674741125186,0.04754795365053983,0.04050927623377575,0.03645654591674611,0.033069049561192304,0.030145000250865483,0.027644356988830717,0.025428461889169817,0.023592582254080445,0.021944923469114513,0.020392755004766446,0.019168310905181014,0.01794439336420711,0.01681549840927102,0.015826641791481223,0.01493178026692088,0.014037330062601324,0.013237406063907492,0.012437262861507965,0.011637531239533146,0.010977942868413266,0.010365673545563177,0.009753722284326971,0.009236387596029832,0.008719367532272052,0.00820268387475251,0.007686360463283367,0.007263061594759986,0.006840438355300995,0.006418138339984812,0.005996186844613918,0.005574611875255344,0.005199359809692062,0.004824900624134396,0.0044957287106536965,0.004166825548141087,0.0038858805145794225,0.003605257286574854,0.0033710807781351156,0.003137186931276541,0.0029036056748724275,0.002670371317631193,0.002437523379710635,0.0022051076212934624
